"HBCx14_AC1","HBCx14_chemonaive1","HBCx14_AC2","HBCx14_chemonaive2","HBCx14_AC3","HBCx14_AC4","HBCx14_chemonaive3","HBCx14_AC5","Symbol"
642,1464,839,1575,1113,1230,1892,1236,"ATP6V0A1"
421,1029,629,1081,738,814,1252,865,"PIAS1"
489,1491,691,1647,927,1093,1662,1053,"SLC4A7"
299,1013,397,982,471,576,1383,576,"APBA2"
1272,2106,1549,2486,2010,2460,3131,3114,"MAP2K3"
0,0,0,0,0,1,0,0,"EFCAB1"
18828,43441,21834,48180,25400,29895,54860,32064,"TMSB10"
87,187,106,229,113,131,270,121,"ASTE1"
1359,3062,1846,3578,2268,2821,3592,2776,"RNF19A"
458,1255,679,1249,728,841,1652,887,"PEX3"
540,1108,681,1104,857,843,1440,935,"GABARAPL2"
0,0,0,0,0,1,0,0,"MYOC"
1591,4122,1944,4299,1990,2283,4479,2437,"SH3YL1"
1135,2438,1312,2493,1475,1751,3464,1943,"FAM136A"
3722,10920,4929,12710,7162,8516,14057,7990,"VCL"
0,0,0,0,0,0,0,1,"DEPDC1B"
329,1210,342,642,374,432,888,412,"DAPK2"
361,1177,422,1243,578,707,1592,726,"NSMAF"
1743,4256,2031,4466,2508,3042,5193,3172,"ADSS2"
2,0,6,2,3,9,1,3,"STAP1"
1299,2426,1551,2760,2395,2047,3665,2399,"TIMP2"
898,2847,1163,2744,1384,1544,3046,1427,"RFC1"
678,1623,944,1887,1100,1174,2205,1257,"TBC1D23"
1168,2132,1723,2348,2211,2211,3140,2368,"CUL3"
22,34,23,26,22,26,21,21,"MYOM2"
0,0,0,0,1,0,0,0,"OTC"
27,39,30,49,15,18,40,15,"CYP46A1"
823,2114,1112,2254,1351,1693,2787,1543,"AC118549.1"
1,0,0,0,1,1,0,0,"SLC18A1"
270,360,268,429,490,426,592,550,"USP2"
0,0,0,0,0,0,0,0,"CASR"
190,326,270,313,285,307,475,317,"TUBG2"
369,769,420,760,479,547,1118,642,"RPL26L1"
34,13,31,24,78,48,36,55,"FLT4"
2776,5361,3388,6629,4344,5218,7703,5724,"NSUN2"
368,971,507,956,570,634,1230,711,"FBXO42"
166,595,331,714,409,438,856,418,"MFAP3"
677,1558,743,1487,823,888,1796,996,"MRI1"
192,314,222,341,267,295,443,394,"METTL1"
161,109,163,198,258,313,246,199,"HOXC8"
114,327,134,299,148,158,301,167,"AGA"
329,1180,459,1067,510,554,1170,572,"PI4K2B"
217,591,322,657,340,448,716,404,"BOD1L1"
303,909,450,1039,486,638,1219,620,"MAT2B"
1,0,1,0,1,1,2,1,"TLL1"
1666,3733,2172,3639,2600,2791,4552,3093,"EDC4"
3248,12993,4350,14224,6456,7997,14615,7430,"TRIO"
271,473,377,961,647,461,962,625,"VCAN"
518,1186,727,1260,944,1159,1576,1182,"CLEC16A"
1,0,0,3,0,5,0,4,"MSR1"
6435,17187,8300,17309,11605,12705,21232,12844,"CDH1"
516,1241,710,1349,793,988,1712,917,"MTREX"
177,646,225,626,291,371,552,292,"DNAH5"
378,997,531,1291,658,818,1382,701,"ZFYVE16"
1729,3510,2043,3771,2716,2713,4432,3063,"RIPOR1"
0,0,0,0,0,0,1,0,"C6"
645,1855,854,1901,955,1516,2183,1260,"RAI14"
10,12,4,25,26,17,22,17,"SOX30"
904,1636,958,1305,1008,1173,1816,1273,"PNKP"
1,1,1,1,3,0,4,5,"BEST2"
227,577,295,829,311,396,860,428,"PHLPP2"
509,1114,566,1021,723,891,1345,854,"SPDL1"
234,683,354,635,366,419,748,401,"STAU2"
209,357,234,351,241,272,470,359,"SLC66A1"
216,317,266,352,287,344,512,348,"CTNS"
198,650,207,589,264,284,707,335,"RTN4R"
644,1045,909,1345,1031,1107,1568,1187,"PHF23"
0,0,0,0,0,1,0,0,"CDH10"
504,1389,682,1349,903,998,1727,1018,"INPP4A"
203,743,303,831,322,465,821,377,"RAB27B"
1267,2894,1561,2988,1767,2307,4277,2267,"PSMA4"
48,80,71,70,88,80,80,97,"MYO16"
3419,6823,4475,7185,5578,6466,9251,6982,"LSG1"
218,469,266,341,296,307,329,363,"PARP3"
1972,2682,2520,4595,7644,8178,4825,6570,"TNC"
178,340,248,387,244,310,591,317,"THAP3"
46,39,79,34,67,88,43,81,"RIPOR3"
464,1009,579,1059,625,659,1376,776,"TDP1"
429,1045,561,1112,702,713,1408,749,"AIFM2"
0,0,0,0,0,1,0,1,"C2orf83"
68,192,94,216,111,136,267,138,"SPATA7"
132,315,172,288,203,232,408,250,"MED17"
946,2039,1132,2281,1365,1365,2930,1433,"RETSAT"
2963,6860,3381,6630,4420,4545,7117,5168,"CAPG"
779,1769,945,1780,990,1214,2441,1416,"AP2S1"
0,0,1,0,1,1,0,0,"USH2A"
1,2,2,4,2,3,4,0,"ZPBP"
4,1,3,3,3,8,1,3,"TG"
17,29,13,38,15,19,21,22,"ADAM28"
1140,3762,1415,3590,1398,1320,3801,1619,"BARX2"
1013,2717,1412,2853,1773,1926,3391,1956,"DCUN1D1"
359,818,458,721,559,614,825,680,"JADE2"
2,0,5,1,4,4,2,3,"ZIC2"
2,2,6,3,15,18,3,13,"LCP2"
592,1238,814,1173,830,1060,1618,1075,"TRIT1"
15,6,64,12,77,32,31,73,"ADRB1"
0,0,0,0,0,0,0,0,"GUCA2B"
725,1905,1076,1822,1133,1186,2235,1336,"CUL7"
5477,15943,6885,15793,8510,9947,18586,10809,"CTNNA1"
425,1398,625,1383,609,729,1855,788,"PHKA2"
186,626,254,523,214,305,729,301,"CNTLN"
4,1,8,1,12,12,0,7,"EPHA3"
7719,17864,9576,24177,21164,28886,19452,26359,"HSPA5"
2609,9516,3958,9686,4942,5809,10000,5013,"DSG2"
85,221,98,210,95,118,265,156,"GEMIN8"
583,1274,799,1280,845,929,1722,982,"OFD1"
467,959,533,1049,660,849,1463,795,"GPM6B"
0,0,0,0,0,0,0,0,"MAGEC2"
1,0,0,2,0,2,0,2,"PREX2"
149,368,221,428,255,267,492,296,"WDR37"
486,1515,621,1741,757,991,1785,908,"YTHDC2"
481,1209,652,1227,695,767,1584,848,"CTPS2"
404,704,510,720,618,603,1036,734,"ATP6V1H"
977,2685,1396,3009,1446,1737,4046,1873,"POLR2B"
365,783,486,769,538,532,862,509,"FAM214A"
97,284,152,309,176,223,331,227,"ARAP2"
2948,7398,4033,7900,4815,5584,10075,5245,"TPR"
221,386,427,255,372,888,217,547,"CP"
436,909,590,987,720,776,1361,790,"KIAA0556"
207,414,264,398,334,419,522,396,"DTNBP1"
226,588,233,602,357,381,738,373,"XK"
24,38,34,37,44,42,34,51,"ANO2"
861,1732,1121,1821,1274,1572,2320,1550,"C12orf4"
9,20,19,122,28,47,135,47,"SCML1"
898,2704,1308,2738,1727,1947,3684,1941,"WWC3"
7,12,10,23,9,5,18,13,"ARHGAP6"
11,47,29,53,25,26,85,38,"FAM184B"
5817,16962,7325,16092,9372,10847,20343,11036,"MAP4"
490,1200,645,1390,788,978,1609,981,"GOPC"
0,0,1,0,0,1,0,0,"ROS1"
606,1369,896,1818,1146,1250,1998,1241,"USP28"
263,612,361,761,472,453,681,509,"HDAC9"
1735,3506,2016,3602,2287,2461,4276,2791,"TSPAN17"
836,1388,961,1579,1190,1439,2341,1648,"NOP16"
141,435,241,423,224,266,585,290,"CC2D2A"
260,666,389,859,425,503,978,453,"RRM2B"
392,797,526,992,704,832,1069,771,"ZNF800"
0,0,0,0,0,2,0,0,"TNFRSF17"
191,676,353,610,409,448,782,416,"SNX29"
11,6,16,2,15,10,5,12,"LMO3"
671,1314,797,1243,888,949,1582,1056,"MRPS10"
0,0,0,0,0,0,0,0,"GUCA1A"
570,1558,817,1807,942,1071,2005,1077,"RSF1"
535,1491,684,1504,869,974,1722,901,"VPS13D"
1139,2848,1801,3222,2462,2515,2905,2296,"CELF2"
5345,16168,7719,17355,10093,11434,21137,11669,"FAM120A"
1068,2720,1345,2791,1678,2034,3881,1980,"R3HDM1"
2009,5627,2485,4947,3120,2972,5519,3163,"COL9A2"
81,251,108,276,151,198,289,182,"KITLG"
70,135,84,147,92,98,199,140,"ERCC8"
13,37,32,41,60,94,43,39,"ADAMTS6"
799,3078,1095,2586,1285,1649,2519,1599,"H6PD"
1513,3265,1967,3405,1984,2330,4011,2490,"VAMP3"
133,390,216,469,272,331,535,293,"PER3"
0,0,1,0,0,0,0,1,"UTS2"
13,2,21,3,41,19,5,31,"TNFRSF9"
361,613,349,552,478,468,842,562,"EPN3"
1664,6744,2209,6929,2820,2934,6868,2908,"LTBP1"
1370,2653,1747,3199,2129,2541,3546,2687,"RCN1"
105,144,134,148,229,107,135,190,"ELN"
995,2057,1241,1880,1473,1586,2554,1801,"RFC2"
3284,10000,4741,10278,5977,6896,12176,6293,"ARID1B"
1989,3389,2401,4309,3074,3330,5097,3773,"CLPTM1L"
1094,3044,1410,3122,1841,1925,3493,2017,"NEDD4L"
7,14,14,12,17,16,18,30,"FOXP3"
128,340,203,311,201,241,478,293,"PPP1R3F"
960,1902,1174,1747,1300,1538,2268,1526,"HEXB"
145,378,229,450,210,291,484,262,"PTCD2"
74,285,111,278,92,145,274,106,"NEXMIF"
436,1047,486,1097,574,667,1329,780,"JKAMP"
29,19,27,36,51,36,39,43,"DKK3"
453,1164,589,1125,693,736,1298,782,"ARHGEF5"
711,1668,996,1934,1269,1429,2213,1504,"NFE2L3"
726,1652,841,1820,966,1191,2247,1168,"MCUR1"
290,994,380,981,489,479,1149,473,"LIMA1"
698,1603,993,1412,1106,1194,1903,1279,"LETMD1"
8,13,11,24,11,14,14,14,"SLC4A8"
202,235,233,247,328,325,309,386,"LAMC3"
3,1,5,3,8,6,1,6,"PTGER3"
6,6,7,2,7,21,3,17,"TNIP3"
904,2484,1038,2503,1149,1248,2934,1380,"MAPK9"
0,5,1,4,7,2,1,4,"COL23A1"
340,640,500,634,596,560,806,718,"BCAR1"
692,1505,990,1392,1026,1126,1806,1219,"FAM160A2"
1205,2578,1472,2565,1631,1683,2978,1971,"HERPUD1"
714,1659,886,1831,1194,1342,2189,1416,"HOMER3"
277,367,341,457,415,470,581,523,"RAD51"
307,417,360,372,502,571,484,604,"POLQ"
529,1908,734,2034,970,1127,2276,1070,"PIK3CB"
2031,3653,2493,3697,2836,3192,4543,3380,"CYBA"
218,514,258,466,322,352,708,425,"THOC3"
4026,13759,5017,13887,5499,6439,16005,6251,"HEBP2"
166,510,223,561,344,382,670,330,"MPHOSPH9"
690,2271,913,2239,985,1159,2409,1042,"PLEKHA5"
1387,3393,1580,3123,1656,1756,3748,1918,"PRSS8"
895,2193,1150,2745,1326,1657,3094,1567,"SIKE1"
546,812,649,1029,850,958,1242,1092,"RRP12"
159,540,212,612,252,332,656,275,"FNIP2"
128,1118,180,1378,196,248,1560,229,"MSMO1"
1232,2999,1691,3365,1728,2130,3577,1974,"TTC17"
7,8,18,5,15,17,6,32,"ALX4"
0,1,1,0,0,0,0,0,"FSTL4"
393,1311,572,1596,738,877,1964,746,"FOXN3"
1,0,0,1,0,0,0,0,"METTL24"
492,1225,616,1188,675,746,1515,802,"AKR7A2"
948,1762,1119,1834,1427,1691,2517,1948,"MRTO4"
1,1,3,2,1,4,2,10,"NNAT"
500,962,658,853,682,675,1080,861,"USE1"
24,16,25,25,30,26,39,27,"MCF2L2"
1,3,1,1,0,0,2,1,"NRIP2"
89,295,143,354,162,237,233,189,"LAMA3"
513,1156,643,1311,732,856,1539,936,"AP5M1"
248,636,308,660,346,457,756,428,"ANAPC4"
44,70,63,41,69,80,27,74,"KCNQ1"
1182,2626,1507,2648,1672,2031,3710,2153,"TRAPPC3"
2900,6711,3899,7391,4936,5687,9359,5725,"THRAP3"
1481,3260,1885,2884,1942,2179,3666,2447,"PHPT1"
650,1883,741,1692,904,947,2188,1050,"ENTPD2"
297,607,431,544,386,498,583,536,"LY75"
579,1347,766,1712,910,1099,1892,1039,"ARID4B"
99,205,118,355,129,170,368,172,"OPN3"
389,818,534,762,534,641,1064,659,"SDCCAG8"
3,2,3,7,4,3,2,4,"PTPRN"
75,128,109,135,98,120,159,115,"HHAT"
1210,3501,1644,4111,2169,2299,4233,2325,"KIF1B"
1940,4957,2346,3507,2640,3152,4788,3363,"FOXC1"
400,1019,466,832,548,580,1149,558,"TBC1D22A"
2179,5635,2557,6022,3520,3886,7044,3860,"SYNE2"
479,1217,618,1259,761,854,1618,785,"PLEKHH1"
1848,7123,2718,7107,3448,4155,7336,3956,"ATP9A"
0,0,0,0,0,0,0,0,"SPO11"
0,0,0,0,0,0,0,0,"CBLN4"
2,1,1,0,4,4,0,5,"CHRDL2"
1005,3951,1524,3661,1847,1915,4372,1951,"FAM168A"
252,558,302,540,397,500,735,513,"RELT"
209,749,289,608,327,361,731,362,"GALC"
1506,3289,1961,3625,2301,2924,4584,3086,"NOP58"
2252,5100,2764,5271,3458,3995,6637,4473,"SZRD1"
79,34,104,58,147,111,78,148,"KCNH2"
1810,4242,2250,3885,2576,3161,5419,3397,"CUL1"
119,369,184,409,210,211,464,240,"FAM114A2"
442,1597,562,1536,844,735,1735,848,"CYFIP2"
1793,4950,2619,5201,3315,3853,5823,3604,"TAB2"
887,1605,994,1663,1240,1193,2026,1315,"GINM1"
3032,5066,4896,4924,6165,8847,5449,7656,"EIF2AK2"
1029,2002,1248,2237,1853,2029,2923,2396,"USP36"
818,2704,1336,2344,1569,1846,2963,1788,"KMT2C"
330,658,423,889,521,594,1034,475,"MCOLN3"
2,0,5,0,4,1,2,1,"CCDC85A"
2425,6668,3742,7283,4488,4954,8666,4910,"PUM2"
181,476,246,421,277,288,476,322,"MRPL43"
7,6,9,7,4,6,14,3,"ITIH4"
0,0,0,0,0,0,0,2,"ITIH1"
130,268,173,278,180,214,349,209,"HPF1"
1635,4028,2236,4892,3175,3863,5220,3683,"ZFR"
103,285,186,300,229,285,383,278,"ZNF280C"
1,0,1,0,2,1,0,1,"NPFFR2"
1,0,5,0,6,1,2,0,"PHF21B"
338,923,592,964,901,985,1015,1092,"TRAF1"
1111,2541,1789,3087,2146,2380,3983,2215,"RC3H2"
374,881,493,893,685,773,1135,827,"IL17RB"
707,1680,921,1701,1140,1230,2110,1338,"TRAF3IP2"
109,267,110,228,86,94,297,107,"GYG2"
588,1638,700,1904,993,1091,2255,1023,"DCBLD2"
0,0,0,0,1,1,0,0,"SERPINB3"
1630,3788,2034,4276,2412,2889,4948,2972,"SOAT1"
590,2044,743,2367,968,1086,2634,1096,"PKP2"
21,81,30,66,20,31,78,32,"MSH4"
13,8,7,7,23,15,6,34,"F7"
6662,15760,8183,16881,9250,11176,19842,11735,"GDI2"
30,26,51,33,84,119,44,127,"PRDM1"
803,1838,985,1806,1124,1453,2357,1430,"ATG5"
39,182,65,146,123,95,137,120,"TMCC3"
617,1153,686,1251,807,889,1624,1040,"PITHD1"
822,1888,1087,1883,1122,1287,2240,1376,"MTA3"
1020,2732,1335,2851,1543,1813,3602,1815,"USP13"
967,2638,1277,3401,1544,1786,3618,1701,"ATP11B"
1857,5157,2580,5625,3545,4664,5505,4223,"LAMC2"
237,636,319,774,483,533,979,487,"CDK14"
4173,8869,5293,9670,6849,7867,11086,8685,"SEC61A1"
555,1487,837,1764,1055,1336,2060,1136,"PPP1R12A"
191,557,258,623,315,333,704,352,"RASGRF1"
42,69,64,54,37,44,57,50,"CAMK2B"
448,916,549,832,593,667,1149,738,"CROCC"
872,1577,1146,1927,1465,1720,2509,1796,"POLR3E"
1732,6634,2364,8090,3227,4239,7201,3643,"ATP2B4"
0,6,5,9,2,9,8,2,"ZC3H11A"
209,556,345,543,372,456,695,430,"RIOK2"
403,969,470,988,581,682,1151,776,"YIPF1"
1398,3062,1807,3112,2122,2471,4174,2638,"NDC1"
7,10,14,15,20,13,12,15,"DGKG"
275,766,366,689,426,492,938,510,"FLYWCH1"
456,876,645,771,639,664,1130,812,"UNKL"
23,30,31,46,39,51,47,50,"TBXAS1"
564,656,798,660,981,1299,613,1206,"PARP12"
797,2374,1179,2569,1374,1424,2910,1662,"ALDH18A1"
1280,3794,1601,3453,1768,2106,4181,2265,"TARBP1"
142,343,200,339,184,171,482,215,"GATB"
515,1037,761,1016,878,903,1246,935,"MXD1"
252,495,324,577,433,489,595,531,"CDK17"
196,477,292,516,329,370,552,426,"DNAJC25"
12,56,13,29,13,16,38,12,"SLC2A3"
11,17,12,20,12,11,25,16,"PSD"
372,741,448,769,561,686,956,730,"CTDP1"
8299,17850,10001,20765,11631,13787,27112,15217,"YBX3"
526,1131,724,1187,729,749,1188,772,"STYK1"
4773,14704,6818,17353,9623,10603,17824,10141,"WNK1"
0,0,0,0,0,1,1,0,"RPS17P5"
1681,3725,2315,4351,2920,3836,5265,3587,"CCAR1"
1788,2630,2317,2748,2711,3346,3773,3452,"OGFR"
882,1552,1115,1866,1433,1649,2062,1781,"GNA15"
0,0,0,1,2,0,0,0,"CREB3L3"
137,351,221,363,204,234,432,266,"PIGV"
1507,3738,1723,3394,1856,2230,3237,2209,"PTPRU"
862,2028,1125,2054,1291,1433,2799,1630,"SNRNP40"
5,10,3,4,4,3,8,7,"RIMBP2"
25,25,61,61,78,103,71,87,"COL11A1"
1273,3357,1588,3910,1948,2460,4346,2317,"QSER1"
683,1625,882,1587,959,1122,1857,1285,"MPC1"
644,1459,886,1327,932,1032,1693,1141,"ACAA1"
376,928,445,1292,858,842,1610,780,"BCAT1"
1755,3784,2147,3586,2421,2811,4294,3028,"HDAC7"
136,519,131,408,281,293,509,343,"LZTS1"
6,3,7,3,5,9,8,5,"PRDM6"
0,0,0,0,0,0,0,1,"WNT8A"
24,123,47,57,42,47,96,37,"SPAG4"
3243,9268,4279,10187,5047,6289,11803,6006,"NCKAP1"
688,1500,893,1674,939,1166,2150,1275,"MRPS35"
143,128,155,193,196,274,198,256,"GUCY1B1"
772,1925,1084,1794,1255,1570,2418,1607,"SFSWAP"
6026,14519,6865,13701,8137,8256,18131,8607,"TNK2"
418,1130,639,1350,756,817,1532,746,"MON2"
7571,12965,9180,15142,11766,14392,17395,14515,"CDH3"
0,0,0,0,0,0,1,0,"ARSF"
853,1535,1197,1667,1443,1474,2158,1573,"GPBP1"
1062,1748,1448,1642,2220,1437,2179,2253,"DGAT2"
59,174,117,217,116,144,244,137,"ZNF112"
3060,6943,3735,7216,4608,5144,9417,5790,"CS"
228,278,160,485,298,245,386,343,"LTK"
10,13,14,22,21,25,29,54,"MRPS24"
446,718,566,860,642,772,1093,785,"ELMO2"
1053,2667,1644,3257,2116,2463,3664,2323,"WAPL"
1334,3439,1875,2876,2001,2588,3384,2842,"VMP1"
622,1514,870,1679,991,1010,1858,1078,"APPBP2"
1014,1557,1147,1558,1558,1478,2272,1834,"POLD1"
3,2,0,1,1,0,0,4,"SEZ6"
3565,10535,4579,10881,5485,5974,14607,6294,"EIF4B"
309,798,471,606,522,555,909,576,"SLC6A16"
668,1374,856,1283,925,1010,1766,1053,"BICRA"
271,567,289,511,344,399,678,464,"SPHK2"
4056,9550,4278,8911,4968,5050,11208,6256,"RPL18"
112,168,138,260,142,180,244,201,"CA11"
373,716,462,767,563,586,1047,728,"ISOC2"
4481,8149,5620,8876,6929,7832,11926,8440,"U2AF2"
1893,3738,2304,3591,2668,2945,4462,3282,"EPN1"
598,1246,781,1313,916,1038,1590,1120,"MED29"
4,21,7,15,18,4,25,14,"AHRR"
0,0,0,0,0,0,0,2,"GSC2"
446,1756,811,1814,968,1039,2013,1004,"ZNF275"
1815,4947,2498,5051,2988,3647,5928,3827,"MTMR1"
1178,3213,1262,3045,1874,1691,3702,2013,"GPC1"
117,202,149,223,185,162,291,236,"ADCK1"
240,598,322,611,412,406,816,435,"HAGH"
595,1203,714,1355,966,1009,1635,1122,"RNF4"
392,769,518,686,718,796,764,912,"CASP8"
257,711,387,785,487,471,775,424,"LIMCH1"
699,1652,920,1791,1049,1234,2399,1349,"INTS13"
1246,3010,1534,3489,1896,2187,4152,2068,"TM7SF3"
110,137,125,124,138,171,254,188,"DLX3"
136,253,149,257,129,203,310,176,"SPA17"
4,0,1,0,0,0,0,0,"TSPAN32"
1,1,5,0,5,1,3,2,"CCN5"
0,0,0,0,0,0,0,1,"DMRT3"
354,1041,456,1097,525,583,1168,649,"ST3GAL6"
309,863,339,800,539,518,803,561,"ATP2C2"
1,1,6,0,4,9,2,11,"NGFR"
116,342,145,466,224,201,421,199,"CDON"
816,2439,1158,2897,1391,1768,3410,1786,"TAF2"
982,4030,1526,4575,2179,2539,4897,2602,"HIPK2"
1521,4359,2160,4592,2555,2987,5235,3083,"TNPO3"
5,4,7,0,5,0,7,3,"BORCS8-MEF2B"
1114,1750,1275,1780,1323,1461,2266,1749,"RFXANK"
778,1390,984,1579,1067,1200,2225,1385,"TMEM161A"
971,2013,1151,2097,1410,1450,2646,1699,"LPAR2"
1870,3334,2450,3394,2850,3202,4247,3349,"CTSA"
2874,7104,3734,7350,4801,5241,9480,5711,"SUGP2"
527,1399,728,1765,1027,1309,1612,1160,"SLC12A2"
125,325,128,324,118,181,410,146,"SNX24"
535,856,671,1010,711,783,1325,909,"EYA2"
2712,4433,3310,5632,4425,4272,6845,4935,"CNN2"
762,1316,962,1098,1119,1026,1285,1169,"ABCA7"
9,2,9,3,7,18,4,16,"SNCAIP"
522,1033,621,1161,772,964,1351,940,"DDX20"
1048,3021,1405,2940,1743,1793,3590,2063,"BTBD1"
378,1269,510,1497,529,728,1714,638,"FAR2"
19,19,17,17,10,4,20,7,"BCAS1"
0,0,0,0,0,0,0,0,"POU1F1"
2088,2374,2803,1917,3074,5991,1885,4810,"CHI3L2"
3138,6770,3914,6384,4643,5275,9388,5841,"SBNO2"
489,1130,696,1344,775,794,1558,827,"PMS1"
3366,7302,3856,6721,4536,4973,8311,5547,"HMG20B"
12,38,21,37,30,22,40,22,"CALCRL"
586,1300,724,1279,882,959,1751,1067,"TAF11"
966,2134,1188,2708,1573,1755,3291,1890,"ANKS1A"
4495,9515,5607,10003,7095,7981,12131,8378,"AP3D1"
700,1546,844,1519,943,1057,1967,1071,"ZNF76"
799,1107,922,1309,1294,1233,1863,1458,"SLC9A3R2"
219,514,324,566,327,393,764,442,"NTHL1"
269,865,353,972,505,569,973,553,"UHRF1BP1"
1659,3882,1974,4246,2239,2755,5137,2656,"GNAI3"
1419,4867,1855,5151,2605,3084,6465,3203,"IPO5"
2596,6218,3208,6291,3509,3938,8134,4144,"OAT"
1370,3194,1848,3360,2365,2735,4499,3023,"WDR3"
1120,2543,1591,3359,1798,2260,3875,1874,"PKN2"
1017,1955,1189,1929,1342,1407,2676,1704,"WDR18"
404,993,650,1169,947,1007,1341,1025,"TRAM2"
2073,4838,2649,4492,3674,4200,5543,4488,"NTN1"
115,231,163,291,309,236,203,244,"GLP2R"
558,971,787,1112,1066,1139,1595,1218,"MCM10"
566,1268,711,1402,777,706,1325,771,"DGKA"
3303,8994,4624,8679,4773,5181,10303,4862,"ERBB3"
307,707,395,693,382,408,912,530,"ROPN1"
39,145,58,146,108,80,125,88,"ANKRD44"
2358,5266,2947,5615,3320,3987,7223,4482,"KARS1"
173,539,252,492,347,376,584,386,"ADAT1"
384,879,502,932,632,735,1007,763,"PDIA5"
426,877,535,1075,763,847,1284,897,"TBC1D22B"
858,2099,1017,2132,1166,1398,2850,1571,"NDUFB4"
1328,4936,1853,5486,2496,3297,5737,3076,"SPEN"
134,311,230,378,290,305,478,289,"MYLK"
1625,3382,2086,3959,2425,3105,4774,3167,"ZC3H15"
386,857,574,887,688,809,1095,825,"MAP2K4"
194,419,262,385,300,298,530,325,"PACC1"
1,3,2,1,3,2,2,3,"SNAP91"
297,1189,399,1103,523,688,1268,609,"SLK"
224,711,289,711,415,454,928,461,"CYB5R4"
3,4,3,3,4,3,4,5,"COL17A1"
227,651,296,583,290,328,758,411,"GSTO2"
172,296,236,260,252,298,398,294,"SEC61A2"
1,0,0,0,0,0,0,0,"PRKCQ"
1957,3540,2101,3858,2370,2433,4521,2538,"TLE2"
567,1678,812,1859,962,1120,2455,997,"ASB1"
854,2745,1061,2616,1477,1672,2671,1726,"FAM107B"
268,915,387,1120,541,577,1425,685,"ME1"
1854,4935,2301,5028,2771,3032,5997,3105,"TBC1D1"
697,1740,1116,1994,1486,1607,2494,1565,"CDK13"
1404,2384,1654,2611,2425,2691,3265,3112,"MTHFD2"
532,1435,715,1665,962,1061,1860,1095,"SLC9A7"
1194,3126,1541,3028,1720,1967,3971,2006,"FOXJ2"
18884,36811,24690,41718,29730,32399,55001,35385,"YBX1"
643,1264,821,1415,1057,1174,1644,1230,"PDE4A"
749,1631,1507,1642,2012,1185,2107,1751,"PPP2R5A"
0,0,0,3,0,0,0,0,"CTNNA2"
2078,4827,2778,4788,3266,3665,6459,4124,"ELAVL1"
1,3,3,4,2,0,3,1,"TIE1"
691,2136,933,2299,1295,1417,2432,1429,"DIP2B"
1110,2748,1507,2674,1776,1970,3446,2230,"SMARCD1"
603,1090,744,1062,935,927,1424,1122,"KDM4A"
927,1854,1265,1891,1442,1545,2315,1733,"NFYC"
5,13,12,15,12,6,13,11,"ZMYND12"
10,11,12,15,12,14,32,7,"SLC9A3"
328,573,305,493,413,328,558,440,"NGEF"
1953,3524,2246,3709,2849,3483,4934,3129,"ASPM"
0,0,0,0,0,0,0,0,"CD84"
1320,3629,1753,4000,1885,2229,4942,2372,"ELOVL1"
325,92,499,102,711,852,162,870,"SPI1"
94,196,97,159,128,140,257,165,"ZNRD1"
11,23,13,24,13,15,8,13,"MPPED2"
0,0,0,0,0,0,0,1,"CLDN18"
492,1177,723,1489,937,984,1691,1030,"ZBTB11"
278,715,372,750,467,560,894,570,"ATXN3"
996,2286,1322,2341,1493,1776,2782,1888,"GOLGA5"
1862,3770,2493,3311,2273,2539,4587,2434,"FGFR2"
453,1179,595,1288,648,800,1570,901,"LRRC40"
333,702,452,858,477,538,1182,630,"ISOC1"
215,633,269,566,311,334,669,380,"EML1"
705,1724,888,1455,938,1163,2075,1120,"TRMT11"
472,835,574,1131,767,894,1373,916,"THUMPD1"
412,1213,550,1311,718,742,1742,819,"MSANTD3"
15,6,11,17,21,10,13,7,"KIF26A"
356,983,492,1222,553,672,1227,631,"ATG2B"
669,2086,1081,2326,1172,1421,2246,1314,"ARFGEF1"
0,0,1,0,1,0,1,0,"ACSM2B"
197,652,327,567,377,411,793,426,"ZFAT"
421,961,497,1020,606,724,1272,767,"MTFR1"
24,43,30,36,33,30,45,38,"STAG3"
299,945,372,824,397,432,1059,443,"FECH"
306,887,372,976,519,637,1125,581,"MYO9A"
6,10,26,9,29,44,15,29,"DDX3Y"
1611,5947,2123,5327,2479,2841,6863,3230,"PFKP"
110,992,150,1046,169,195,1589,237,"IDI1"
1353,2274,1941,2083,2582,3598,2106,2871,"SP100"
2921,11616,4167,8221,4281,5036,11658,5800,"KLF6"
85,145,86,146,117,147,177,127,"PLPP1"
99,44,174,79,238,233,123,187,"NEO1"
1574,4314,1971,4686,2384,3119,4697,3160,"TRAM1"
568,1876,630,2008,869,1009,2360,1127,"PHKA1"
2533,4822,3119,5514,3855,4417,5834,4856,"TNFRSF1A"
268,607,320,557,377,457,609,407,"CACNB1"
101,306,142,378,160,239,450,187,"EVI5"
184,366,280,300,380,440,364,498,"STOML1"
11424,38571,13748,34429,17772,19712,42687,21354,"PKM"
159,431,209,473,253,318,552,306,"DHX29"
1150,2272,1256,2320,1594,1978,3095,1975,"DNTTIP2"
198,570,321,552,321,377,599,401,"METTL22"
1045,3212,1492,3054,2033,2130,3586,2140,"TP53BP1"
12,29,27,10,20,22,26,36,"TRO"
320,764,392,899,480,615,1061,670,"RRP15"
5188,11800,6597,11587,7857,9239,14028,9290,"RHOA"
845,2451,1187,2508,1576,1751,3105,1709,"DHX8"
