"HBCx14_Carboplatin1","HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_Carboplatin2","HBCx14_Carboplatin3","HBCx14_Carboplatin4","HBCx14_Carboplatin5","HBCx14_chemonaive3","Symbol"
0,0,0,0,0,0,0,0,"AC124293.1"
14,25,18,13,10,29,16,17,"POU5F1B"
1,1,0,0,1,2,0,0,"RPS26P6"
0,0,0,0,0,0,0,0,"BTF3P12"
0,0,0,0,0,0,1,1,"PTTG3P"
0,1,1,0,1,0,0,0,"RPS15AP36"
0,0,0,0,0,0,0,0,"VN2R17P"
287,515,553,319,330,367,385,608,"ZNF580"
0,0,0,0,0,0,0,0,"AC245036.1"
27,11,12,45,39,45,72,20,"AL590762.1"
249,465,472,155,253,257,181,582,"ZNF611"
0,0,0,0,0,1,0,0,"KLK9"
6,7,5,8,6,6,7,6,"SYT3"
2274,2756,2817,1833,3154,2679,2709,3700,"NUP62"
169,311,380,122,224,165,177,395,"COX20P1"
52,22,24,70,74,64,99,30,"CFL1P4"
0,0,0,0,0,0,0,0,"AL354983.1"
0,0,0,0,0,0,0,1,"CGB8"
0,0,0,0,0,0,0,0,"NDUFA3P3"
3,5,0,1,2,1,5,6,"AURKAP1"
0,0,0,0,0,0,0,0,"RPL23AP80"
3,6,2,0,1,4,2,4,"AL445305.1"
0,0,0,0,3,2,1,0,"AC093422.1"
0,0,0,0,0,0,0,0,"AC097065.1"
0,0,0,0,0,0,0,0,"EEF1A1P32"
419,1089,1083,369,557,508,516,1070,"DENND1B"
0,0,0,0,0,0,0,0,"OR5S1P"
0,0,0,0,0,0,0,0,"HNRNPA1P34"
0,0,0,0,0,0,0,0,"TPM3P1"
3,0,0,3,1,9,4,1,"RPL5P5"
0,0,0,0,0,0,0,0,"EEF1B2P7"
56,101,136,32,66,34,39,118,"C1orf220"
1,1,1,0,1,2,3,3,"AL365357.1"
3,10,12,3,7,3,6,13,"AL031864.1"
2,2,4,4,2,4,3,4,"PFN1P11"
244,500,482,236,277,323,321,615,"Z99572.1"
0,0,0,3,0,0,0,0,"RPL29P7"
4333,7987,8428,3734,5617,4729,4729,9007,"SFT2D2"
0,0,0,0,0,0,0,0,"AL009178.1"
782,1326,1378,679,1097,988,1017,1672,"FGFR1OP"
0,0,0,0,0,0,0,0,"AC092447.1"
0,0,0,0,0,0,0,0,"AL451050.1"
0,0,0,0,0,0,0,0,"KRT8P40"
0,4,2,1,2,3,0,4,"HMGB3P6"
7,11,11,12,19,10,8,9,"LPAL2"
134,204,336,94,125,123,117,312,"AL353625.1"
16,15,13,17,27,35,32,7,"RPL31P11"
0,0,0,0,0,0,0,0,"AL627422.1"
1,0,1,0,3,1,1,1,"AL390955.1"
1734,2610,2596,1331,2144,1853,1628,3198,"SCAF8"
13,13,13,11,14,3,3,22,"AL354714.2"
0,0,0,1,0,1,0,0,"ARPC1BP1"
4,1,4,15,9,10,9,8,"PPP1R14BP2"
0,0,0,0,0,0,0,0,"VPS26CP1"
39,76,58,18,50,47,34,91,"CFAP45"
23,12,9,35,24,46,46,19,"AL356535.1"
0,3,0,0,0,0,0,0,"ACKR1"
15,20,17,8,6,7,10,18,"PDCL3P5"
1,2,4,4,0,2,5,1,"SCYL2P1"
0,0,0,1,1,0,0,0,"PHBP1"
422,809,798,370,479,509,469,1043,"ZNF254"
0,0,0,0,0,0,0,0,"KRT18P68"
1,0,0,0,2,1,0,1,"NPM1P46"
0,0,0,0,0,0,1,1,"AHCYP5"
9,2,1,11,9,4,5,2,"BTF3L4P3"
0,0,0,0,0,0,0,0,"AL365223.2"
1,2,1,2,0,0,0,0,"RNF11P1"
0,0,0,0,0,0,0,0,"COX5BP2"
2,0,1,0,0,0,1,1,"TUBB8P8"
0,0,0,0,0,1,0,0,"AC104131.1"
0,0,0,0,0,0,1,0,"AL021939.1"
0,0,0,0,0,0,0,0,"CHCHD2P4"
0,0,0,0,0,0,0,0,"LIN28AP1"
0,0,0,0,0,0,0,0,"AL590867.1"
0,0,0,0,0,0,0,0,"RPL23AP46"
70,54,47,52,81,82,80,95,"TCTEX1D2"
0,0,0,0,0,0,0,0,"TXNL4AP1"
4,1,0,3,5,10,16,1,"RPL32P31"
160,222,165,133,192,160,150,229,"EEF1DP5"
24,30,32,10,29,13,16,31,"YWHAZP4"
0,0,0,0,1,0,0,0,"PPP1R14BP5"
0,1,2,1,0,3,0,3,"ARF1P2"
21,30,43,19,45,36,32,64,"CRYGS"
0,0,0,0,0,0,0,0,"ELK2AP"
12,10,17,1,14,9,9,29,"AC084880.1"
74,183,170,70,101,90,151,227,"CRIP1"
0,0,0,0,0,0,0,0,"RPL23AP60"
0,0,0,0,0,0,0,0,"AC073465.1"
3,0,4,0,2,7,2,4,"CNN2P9"
0,0,0,0,0,0,0,0,"AL512430.1"
1,2,2,2,0,0,0,2,"RPL7AP60"
0,0,0,0,0,0,0,0,"AP001979.1"
0,0,0,0,0,0,0,0,"AC007547.1"
0,0,0,0,0,0,0,0,"AC108734.1"
0,0,0,0,0,0,0,0,"GAPDHP36"
0,0,0,0,0,0,0,0,"CEND1P1"
973,2038,2279,843,1273,1206,1115,2966,"KLHL23"
0,0,0,0,0,0,0,0,"AC074021.1"
0,0,0,0,0,0,0,0,"AC069218.1"
0,0,0,0,0,0,0,0,"SAR1AP2"
10,14,15,15,21,23,27,14,"LINGO4"
0,0,0,0,0,0,0,0,"AL031985.1"
0,0,0,1,0,0,0,0,"AC026316.1"
4,2,2,4,3,0,6,0,"RPL13P6"
0,0,0,0,0,0,0,0,"PRDX2P4"
10,18,20,10,20,16,19,29,"RPL22P1"
0,0,1,0,0,0,0,0,"RPL17P41"
0,0,0,0,0,0,0,0,"RPL36AP48"
0,0,0,0,0,0,0,0,"OR10N1P"
0,0,0,0,0,0,0,0,"OR10D5P"
0,0,0,0,0,0,0,0,"RPS7P8"
0,0,0,0,0,0,0,0,"AP003040.1"
44,87,87,27,58,55,64,97,"FAM24B"
649,1082,1194,543,968,776,704,1342,"TRIM59"
0,0,0,0,0,0,0,0,"COPS5P1"
0,0,1,2,1,2,1,0,"YBX1P4"
6,2,4,7,4,3,8,8,"BTF3L4P2"
598,783,1070,507,976,894,772,1409,"MLLT11"
0,0,0,0,1,0,1,0,"CDK7P1"
14,7,4,16,12,14,13,15,"AC012066.1"
71,75,87,75,93,62,82,152,"ASIC3"
0,0,0,0,0,0,0,0,"FABP5P10"
0,0,0,0,0,0,0,0,"GIMAP1"
3,10,6,3,1,0,3,12,"AL049697.1"
0,0,1,4,1,2,1,1,"STRADBP1"
0,0,0,0,0,0,0,0,"AC005229.1"
1,0,0,0,0,1,1,0,"AC005229.2"
0,0,0,0,0,0,0,0,"KRT18P64"
1,0,0,5,6,1,5,1,"NCLP1"
34,52,59,32,46,36,46,64,"CCDC183"
231,411,326,234,315,290,286,418,"ARHGEF35"
0,0,0,0,1,0,0,1,"OR2F1"
0,0,0,0,0,0,1,1,"AC007066.1"
0,0,0,0,0,0,0,0,"CSH2"
6,19,11,9,24,7,17,28,"DNLZ"
0,0,0,0,0,0,0,0,"TOMM40P4"
5,3,4,2,2,4,1,7,"NOC2LP1"
0,0,1,0,0,0,0,0,"AC242426.1"
9,5,5,10,14,12,22,4,"RPL12P38"
0,0,0,0,0,0,0,0,"TCL1B"
0,0,0,0,0,0,0,0,"PPP1R2P10"
0,0,0,0,0,0,0,0,"RPL23AP62"
0,1,1,0,0,0,0,1,"ST13P10"
1629,609,707,2737,2085,2800,3021,1062,"EEF1A1P16"
11,16,10,15,12,24,11,14,"YWHAZP2"
0,0,2,0,0,2,0,0,"PTMAP10"
0,0,0,0,0,0,0,0,"AC008155.1"
0,1,1,0,1,1,1,2,"NPM1P32"
0,0,0,0,0,0,0,0,"H3P4"
3,12,18,12,14,19,9,13,"SUPT4H1"
0,0,0,0,0,0,0,0,"AL355863.1"
10,19,16,12,13,8,7,24,"RBMS2P1"
0,1,1,0,1,0,1,1,"AP001282.1"
5,4,5,5,3,1,8,2,"RPL12P42"
2,3,1,0,0,3,1,2,"YWHAZP5"
2,4,3,4,6,5,4,9,"EEF1B2P6"
0,0,0,0,0,0,0,0,"VDAC2P3"
0,0,0,0,0,0,0,0,"NIP7P2"
0,0,0,0,0,1,0,0,"TSGA13"
0,0,0,0,0,0,0,0,"AC004386.1"
0,0,0,0,0,0,0,0,"RPL6P25"
0,1,2,1,5,4,0,3,"RPL7AP9"
0,0,0,0,0,1,0,0,"IFITM9P"
0,0,0,0,0,0,0,0,"MARCKSL1P1"
0,0,0,0,0,0,0,0,"Z97192.2"
0,1,2,0,1,0,1,0,"AC090114.1"
2010,4198,4947,1584,2388,2561,2235,6120,"NRAS"
0,0,0,0,0,0,0,0,"RPL23AP45"
0,0,0,0,0,0,0,0,"AP001102.1"
8,12,8,5,8,7,13,10,"PGK1P2"
0,0,0,0,0,0,0,0,"AC010099.1"
0,0,0,0,1,2,1,0,"AC012618.1"
0,0,0,0,0,0,0,0,"RPL22P10"
0,0,0,0,0,0,0,0,"AC005521.1"
0,0,0,0,0,0,0,0,"ZNF625-ZNF20"
70,77,97,81,91,114,96,122,"HNRNPA3P6"
0,0,0,0,0,0,0,0,"HMGB3P11"
0,0,0,0,0,0,0,0,"AC015983.1"
5,1,1,8,11,7,20,4,"AC008481.1"
0,6,0,0,0,0,3,1,"AC008481.2"
0,0,0,0,0,1,1,0,"HNRNPCP6"
0,0,0,0,0,0,0,0,"RPL18P11"
0,0,0,0,0,1,0,0,"RPL9P18"
0,0,0,0,0,1,0,0,"CYCSP19"
0,0,0,0,0,0,0,0,"RPL7AP34"
0,1,2,2,0,0,1,1,"AL122020.1"
22,58,33,14,25,22,33,59,"LTC4S"
0,1,0,0,0,0,0,0,"AC009078.1"
0,2,0,0,0,1,0,2,"RPS7P11"
1,2,0,0,0,1,1,0,"AC104117.1"
0,0,0,0,0,0,0,0,"AC108073.1"
2,2,1,6,3,5,8,3,"SLC25A5P6"
0,0,0,0,0,0,0,0,"NPM1P50"
0,0,0,0,0,0,0,0,"CLNS1AP1"
118,233,219,110,132,137,151,275,"ANKRD39"
0,1,1,0,0,0,1,0,"ATF4P1"
1028,1693,1463,899,1369,1209,1330,2017,"QTRT1"
329,513,517,341,370,342,352,698,"CHUK"
0,0,1,0,0,0,0,0,"RPL21P18"
0,0,0,0,0,0,0,0,"PCNPP3"
815,1204,1034,773,1310,1060,1175,1335,"MXD3"
1,2,0,1,3,0,2,0,"GAPDHP44"
0,0,0,0,0,0,0,0,"CNN2P8"
1,0,1,0,0,0,0,0,"AC092933.1"
0,0,1,0,1,1,3,0,"AC004884.1"
4,1,1,0,2,0,2,3,"FTH1P12"
2,1,6,6,4,8,10,6,"RPS3P6"
0,0,0,0,0,0,0,0,"AP000593.1"
50,59,99,40,39,67,57,82,"GSTM2"
1,1,0,2,0,2,0,1,"ST13P11"
2,0,0,2,3,2,2,2,"RANP6"
1,0,1,0,1,2,0,2,"NAP1L1P3"
0,0,0,0,0,0,0,0,"LINC00671"
1,2,0,0,1,1,1,0,"GAPDHP71"
435,709,670,352,554,488,543,976,"COG8"
2,0,3,0,1,1,1,1,"AC104297.1"
0,0,0,0,0,0,0,0,"EIF4E2P1"
22,58,46,29,33,28,28,54,"AC105052.2"
0,0,1,0,0,1,1,1,"AC022217.2"
109,208,179,113,172,133,148,232,"ARHGAP19"
0,0,0,0,0,0,0,0,"AC091980.1"
1,0,2,1,1,3,2,0,"RPSAP46"
107,103,96,86,155,115,130,129,"HAUS7"
160,292,300,165,182,194,246,438,"LCAT"
1,2,4,2,4,3,5,5,"AC022210.1"
0,0,0,0,0,0,0,0,"RPL12P18"
2,0,1,0,0,0,0,0,"MAGEA12"
0,0,0,0,0,0,0,0,"PTPRCAP"
1,0,0,0,0,0,0,0,"CISD1P1"
1,1,4,1,1,4,3,4,"ANXA2P1"
8,2,9,14,7,12,21,12,"C1QBPP2"
5,9,6,8,10,6,10,9,"RBM22P2"
2,2,1,1,4,3,3,5,"HNRNPA1P33"
0,0,0,0,0,0,0,1,"PVRIG"
0,0,0,0,0,0,0,0,"AC008677.1"
0,0,0,0,0,0,0,0,"KRTAP4-12"
0,0,0,0,0,0,0,0,"KRTAP2-4"
413,557,467,260,628,442,474,641,"GPC2"
0,0,0,0,0,0,0,0,"AC099670.1"
0,0,0,0,0,0,0,0,"RBMX2P2"
0,0,0,0,0,0,0,0,"KRT222"
24,15,11,89,25,24,30,28,"HSPD1P1"
0,0,0,0,0,0,0,0,"AC080014.1"
0,0,0,0,3,1,1,2,"RPL17P34"
6,4,6,1,6,4,0,12,"RPLP1P6"
2,0,0,0,0,0,2,0,"VTI1BP2"
2,0,0,1,0,0,3,0,"ATP6V0CP3"
0,0,0,0,0,0,0,0,"YBX2P1"
0,0,0,0,0,0,0,0,"OR5AC1"
0,1,1,1,0,2,1,0,"H2AZP1"
81,145,113,94,94,81,103,174,"RPL18AP3"
0,0,0,0,0,0,0,0,"AC007068.1"
433,434,465,331,673,555,547,618,"SIPA1"
0,0,0,0,2,0,0,0,"RPS23P2"
0,0,0,0,0,0,0,0,"GAPDHP28"
10,1,2,22,8,10,8,4,"VDAC1P7"
0,0,0,1,0,0,0,0,"OR6C69P"
0,0,0,0,0,0,0,0,"AKR1B1P2"
7,5,9,5,6,9,2,10,"FTH1P3"
0,0,2,1,0,0,0,0,"PPIAP82"
0,0,0,0,0,0,0,0,"AL672212.1"
620,1114,1475,601,756,556,514,1060,"ERV3-1"
496,891,1030,351,631,593,495,1120,"SYNJ2BP"
127,339,333,134,177,173,137,468,"ARL2"
0,1,3,1,1,1,1,5,"HMGB1P37"
798,840,990,727,944,877,961,1342,"FIRRE"
0,0,0,0,0,0,0,0,"AC073594.1"
0,1,2,4,3,0,2,2,"TTLL13P"
177,75,91,282,264,300,344,139,"CFL1P2"
0,0,0,0,0,0,1,0,"AC093816.1"
0,0,0,0,0,0,0,0,"NDUFAF4P2"
0,0,0,0,0,0,1,0,"EIF4A1P8"
3,0,0,0,2,4,2,0,"AC108039.1"
0,0,0,0,0,0,0,0,"ASS1P4"
9,1,4,4,9,8,6,3,"AC008716.1"
0,0,0,0,0,0,0,0,"AL627231.1"
12,15,17,5,10,8,14,25,"NT5C3AP1"
0,3,1,6,6,10,5,1,"ACTN4P1"
0,0,0,0,0,0,1,0,"RPL26P13"
0,0,0,0,0,0,0,0,"TPT1P13"
0,0,0,2,0,3,3,2,"LAP3P2"
2,0,1,3,0,0,1,3,"PPIAP16"
0,0,0,0,0,0,0,0,"GBP7"
0,0,1,0,0,0,0,0,"IMPDH1P5"
2,0,0,2,0,1,0,0,"AL731556.1"
485,813,1042,447,594,689,570,1271,"RBMXL1"
1,0,5,0,6,1,1,6,"AC132008.1"
0,3,0,2,2,1,2,0,"RAC1P5"
433,499,603,408,559,548,479,743,"SRA1"
0,0,0,0,0,0,0,0,"FAM32CP"
7,6,3,6,7,10,19,12,"SETP8"
0,0,0,0,0,0,0,0,"AC026826.1"
0,0,0,0,0,0,0,0,"AL359073.1"
0,0,0,0,2,0,0,0,"MTHFD2P5"
18,42,44,13,15,26,8,44,"STIMATE"
0,0,0,0,0,0,0,0,"GNG5P1"
0,0,0,1,0,0,0,0,"KRT8P41"
11,3,3,16,17,19,24,13,"YBX1P6"
0,3,0,0,0,0,2,0,"TXN2P1"
22,27,36,11,26,19,26,33,"AC007000.2"
0,0,0,0,0,0,0,0,"RARRES2P2"
0,0,0,0,0,0,0,0,"VN1R64P"
0,0,0,0,0,0,0,0,"PPIAP81"
0,0,1,0,0,0,0,1,"AC005077.1"
1736,2677,2792,1724,2508,2126,2262,3749,"DNAJC9"
459,298,325,851,723,781,1006,551,"RPLP0P6"
1,0,0,0,0,0,0,0,"AL359692.1"
0,0,0,0,1,0,0,1,"AC068050.1"
0,0,0,0,0,0,0,0,"HMGN2P32"
6,7,3,11,6,12,21,8,"HNRNPA1P64"
7,8,9,20,9,12,15,15,"AC103591.1"
3,3,9,2,3,1,2,5,"AC103591.2"
424,843,820,384,550,553,602,1065,"C8orf82"
0,0,0,0,0,0,0,0,"HNRNPA1P13"
1,1,1,1,0,1,2,2,"AL390039.1"
0,1,0,7,6,1,5,1,"LDHAP5"
0,0,0,0,0,0,0,0,"CPLX3"
1,0,2,2,2,6,6,0,"AL096829.1"
2019,3705,3643,1809,2724,2586,2505,4666,"VDAC1"
0,1,0,0,0,0,0,0,"AC126120.1"
17,16,21,20,24,17,13,31,"ZBTB9"
19,10,29,14,27,9,31,19,"AL807752.1"
0,0,0,0,0,0,0,0,"PPIAP42"
2640,3081,3415,2361,3481,3179,3176,4720,"TMX2"
0,0,0,0,0,0,0,0,"GAPDHP25"
0,5,2,2,3,0,6,3,"AL049873.1"
0,0,0,5,1,0,0,1,"SLX1A-SULT1A3"
1,2,2,5,3,8,3,1,"U73169.1"
0,0,0,0,0,0,0,1,"KRT18P19"
0,0,0,0,0,0,0,0,"AC022882.1"
0,0,0,0,0,0,0,0,"AC111200.1"
0,0,0,1,1,0,0,0,"AKR1B10P1"
0,0,0,0,0,0,0,0,"OR4A45P"
0,2,1,1,3,5,4,2,"SLC25A14P1"
2,3,2,4,4,1,1,2,"RPL7AP50"
0,0,0,0,0,1,0,0,"FAM220CP"
0,1,0,0,0,0,0,2,"RPL11P3"
628,827,769,528,767,731,742,892,"HEXA"
1156,1692,1590,1165,1423,1363,1449,2261,"NDUFS3"
0,0,0,0,0,0,0,0,"AL121657.1"
0,5,2,0,0,3,1,1,"RPSAP54"
1280,2530,2485,911,1549,1456,1190,2815,"LEPROT"
1122,777,1512,632,2033,1024,1033,1406,"LBH"
0,0,0,0,0,0,0,0,"BOLA3P3"
215,374,278,225,275,275,315,426,"ADAT3"
9544,15575,17901,7800,13339,10768,9854,19363,"PPP1CB"
5,2,7,4,2,3,7,5,"EEF1DP4"
0,0,0,0,0,0,0,0,"RPL7AP4"
10,15,13,6,14,10,4,24,"AC016769.1"
0,0,0,0,0,0,0,0,"VN1R37P"
0,0,0,0,0,0,0,0,"SAPCD2P1"
3,7,6,4,5,2,2,9,"SLC25A1P3"
0,0,0,0,0,0,0,0,"SULT1A4"
2,0,1,6,9,4,7,1,"AC092447.2"
0,0,0,0,0,0,0,0,"HMGB3P30"
0,0,0,0,0,0,0,0,"RPL22P22"
28,50,50,26,31,31,45,31,"GPSM3"
0,0,0,0,0,0,0,0,"AC010493.1"
0,0,0,0,1,0,0,0,"RPL31P44"
9,13,12,6,13,22,16,21,"LAT"
0,0,0,0,0,0,0,0,"RSU1P3"
0,0,0,0,0,0,0,0,"AC106806.1"
0,0,0,0,0,0,0,0,"AC010409.1"
0,0,0,0,0,0,0,0,"RPS16P8"
0,0,0,0,0,0,0,1,"PGGT1BP1"
1,3,0,0,0,0,0,2,"AL137074.1"
0,0,0,0,0,0,0,0,"OLA1P2"
485,1161,893,437,662,570,667,1229,"NCKIPSD"
7,4,2,26,10,9,9,2,"SLC25A5P3"
1415,2275,2423,1290,1867,1643,1654,2803,"ATF6B"
3,0,0,2,4,3,4,1,"AC002056.1"
0,2,0,0,0,0,0,0,"LDHBP2"
0,0,0,0,0,0,0,0,"TREX1"
0,0,0,1,0,0,0,0,"AL360271.1"
53,46,61,43,55,57,49,78,"SEC14L1P1"
335,354,390,293,528,423,358,427,"S1PR3"
1,0,0,0,0,0,0,0,"RPS7P14"
0,0,0,0,2,1,0,0,"CTBP2P6"
0,0,0,0,0,0,0,0,"CAPZA1P3"
1806,2039,2259,1344,2493,2136,1891,2882,"SLC35F6"
31,22,25,35,31,32,33,42,"RPL17P50"
0,0,0,0,0,0,0,0,"SETP22"
0,2,1,0,0,0,0,2,"AL138847.1"
140,57,57,163,190,229,250,108,"EEF1A1P15"
1,0,1,1,5,0,0,1,"AL590762.2"
14,45,30,26,33,29,22,51,"HMGB1P10"
0,0,0,0,0,0,0,0,"SLC16A14P1"
0,0,0,0,0,2,0,0,"PHBP7"
2,13,4,2,2,6,5,5,"PIGCP1"
6,2,0,3,1,4,2,1,"FAM209B"
0,0,0,0,0,0,0,0,"FABP5P5"
0,0,0,0,0,0,0,0,"AC004692.1"
2474,4938,5134,2149,3339,2995,2798,6266,"CLIC1"
0,0,0,0,0,0,0,0,"HMGN2P30"
735,1488,1444,648,1014,888,949,1795,"DDAH2"
0,0,0,0,0,1,0,1,"PRDX2P2"
0,0,0,1,1,0,0,0,"RPS2P52"
0,0,0,0,0,0,0,0,"AP000533.1"
0,0,2,0,0,0,0,1,"RPS16P2"
0,2,3,0,0,0,0,1,"POLD2P1"
0,0,0,0,1,0,0,0,"RAB5CP1"
0,0,0,2,1,0,0,0,"ANAPC10P1"
0,0,0,0,0,0,0,0,"AC026310.1"
0,0,0,0,0,0,0,0,"PPIAP68"
7,3,7,11,14,14,6,10,"SERBP1P1"
1894,4609,3642,2106,2562,2351,3304,5350,"RPS29"
140,349,320,123,150,178,156,330,"ZNF337-AS1"
0,0,0,0,0,0,0,0,"RPS10P14"
0,0,0,0,0,0,0,0,"AL627390.1"
68,29,32,122,90,85,144,43,"AP002982.1"
0,0,0,0,0,0,0,0,"AL008718.1"
311,749,709,299,502,423,394,926,"CENPBD1P1"
6,8,2,2,5,2,6,10,"AL356317.1"
0,0,2,0,0,0,0,0,"AC093270.2"
1,1,0,1,0,0,0,1,"RPS3AP20"
0,0,0,0,0,0,0,0,"UGT2B11"
0,0,0,0,0,0,0,0,"ATP6V1G2"
0,4,7,2,2,8,1,3,"MT1P1"
429,625,621,325,602,501,461,771,"ZNF134"
150,73,48,247,245,219,327,112,"ACTBP2"
0,0,0,0,0,0,0,0,"FAM210CP"
0,0,0,0,0,0,0,2,"KRT8P37"
84,29,22,138,90,105,147,41,"EIF1P7"
0,0,0,0,0,0,1,0,"AC010904.1"
0,0,0,0,1,0,0,0,"AC011487.1"
0,0,0,0,0,0,0,0,"HNRNPA1P32"
0,0,0,0,0,0,0,0,"AC107956.2"
0,0,0,0,0,0,0,0,"GTF2H4"
0,0,0,0,0,0,0,0,"PSMC1P2"
57,123,89,27,72,52,58,166,"DDX47"
0,0,0,0,0,0,0,0,"RPL35P4"
1,1,0,0,1,1,1,0,"AKR1B1P3"
0,0,0,0,0,0,1,0,"NHP2P2"
0,0,0,1,0,0,2,0,"RPL7AP38"
0,0,0,1,0,0,0,0,"OLA1P1"
0,0,0,0,0,0,0,0,"AC104212.2"
485,624,692,387,600,622,488,837,"ZNF888"
0,0,0,0,0,0,0,0,"AC004129.2"
330,407,473,255,410,329,288,565,"ZNF845"
63,112,102,44,69,39,70,108,"ZNF321P"
0,0,0,0,0,0,0,0,"KLRK1"
1,0,3,4,2,1,1,3,"CNN2P4"
0,0,0,1,0,0,0,0,"RPL13P2"
0,0,0,0,0,0,0,0,"CEACAM18"
0,0,0,0,0,0,0,0,"CFL1P5"
2,1,2,2,5,5,0,3,"TMX2P1"
1,6,2,0,0,2,3,2,"SUGT1P2"
0,0,0,0,0,0,0,0,"AC104306.1"
0,0,0,0,0,0,0,0,"AC098590.1"
1870,3389,3403,1955,2678,2369,2561,4195,"EMP2"
0,0,0,0,0,0,0,0,"CNN2P6"
0,1,0,1,0,1,1,0,"VDAC1P2"
3,1,0,3,2,3,3,9,"AL080243.2"
377,672,556,320,475,394,398,795,"KCTD11"
9,8,17,7,4,7,5,11,"RPL21P75"
4,5,6,7,4,6,8,6,"AC044787.1"
10,1,5,10,12,15,16,5,"EEF1B2P2"
165,187,230,173,186,215,198,317,"YBX1P10"
4,0,1,0,1,2,0,0,"AL049830.1"
0,0,0,0,0,0,0,0,"TAF9BP1"
0,0,0,0,0,0,0,0,"AC092798.1"
0,0,0,0,0,0,0,0,"PPIAP86"
1,1,2,6,3,6,3,1,"AC005019.1"
4,9,3,4,6,13,2,6,"RPL7AP64"
0,0,0,0,0,0,0,0,"CFL1P7"
0,0,0,0,0,0,0,0,"RPL7AP7"
5,3,6,4,6,5,2,8,"NPM1P6"
0,0,0,0,0,0,0,0,"CYB5AP4"
5,1,3,2,0,2,0,3,"RPL13AP7"
0,0,0,0,0,0,0,0,"UBD"
57,141,167,57,68,69,63,170,"LINC01521"
61,52,54,21,50,47,46,59,"PPM1N"
0,0,0,0,0,0,0,0,"RPL3P6"
0,0,0,0,0,0,0,0,"CEACAM16"
0,0,1,1,2,1,2,1,"AC109486.1"
0,0,0,0,0,0,0,0,"RPS17P1"
51,26,61,26,53,48,38,97,"SLC23A3"
439,697,536,464,591,541,610,707,"LTB4R"
14,34,41,27,24,17,35,48,"LIPE-AS1"
97,200,164,73,91,108,63,221,"LTB4R2"
0,0,0,0,0,0,0,0,"CYP2A7P1"
0,0,0,0,0,0,0,0,"OR2G1P"
0,0,0,0,0,0,0,0,"RPL13P"
1,0,0,0,0,0,0,0,"RPL5P8"
595,899,952,389,755,536,560,1162,"DNASE1"
1,1,0,3,0,0,0,1,"MDP1"
0,0,0,0,0,0,0,0,"LEUTX"
1757,2977,2688,1540,2328,2049,2222,3552,"CSNK1E"
0,0,0,0,0,0,0,0,"HNRNPH1P2"
0,0,0,0,0,0,0,0,"NPM1P33"
0,0,0,0,0,0,0,0,"MSRB1P1"
0,0,0,0,0,0,0,0,"CCL27"
272,197,170,197,305,230,182,188,"IRF9"
162,163,173,116,172,155,155,224,"GALT"
0,0,0,0,0,0,0,0,"HBE1"
0,0,0,0,0,0,0,0,"HBG1"
0,2,0,0,0,0,0,0,"RPL22P16"
126,324,264,132,150,145,184,307,"CLDN9"
0,1,0,0,0,0,3,2,"SEPHS1P6"
2,4,1,1,2,2,4,3,"AC091153.1"
0,0,0,0,0,0,0,1,"AC026477.1"
7,2,5,3,0,5,11,3,"AC005840.1"
1,1,2,3,4,2,4,2,"KRT18P17"
0,2,0,3,4,1,1,1,"DNAJB1P1"
9,19,17,16,19,19,13,12,"ITGA1"
1,1,0,0,1,1,1,3,"RPS10P2"
0,0,0,0,0,0,0,0,"ATP5PDP3"
0,0,0,0,0,0,0,0,"AC112187.1"
0,0,1,0,0,0,0,0,"KRT18P29"
0,0,0,0,0,0,1,0,"AL035419.1"
0,0,0,0,1,0,0,0,"API5P2"
33,53,47,8,41,17,25,64,"AC019080.1"
0,0,0,0,0,0,0,0,"CHCHD4P4"
988,1394,1264,1001,1373,1385,1407,1943,"NUDT19"
816,981,1012,716,1008,933,1037,1173,"ZNF726"
0,0,0,0,0,0,0,0,"AC006122.1"
0,0,0,0,0,0,0,0,"AL024509.2"
0,0,0,1,0,0,0,0,"ZNF99"
0,2,0,0,0,0,0,1,"AC010615.1"
21,32,25,23,12,30,42,42,"TAX1BP3"
0,1,0,0,0,0,1,0,"RPL7AP14"
0,0,0,0,0,0,0,0,"AC007277.1"
2632,4792,4062,2673,3461,3495,3703,5113,"AP1G2"
3,4,5,14,16,9,16,11,"AC078899.1"
0,0,0,0,0,0,0,0,"AC093151.1"
0,0,2,0,0,0,0,0,"ZNF90"
0,0,1,0,0,1,0,0,"AL157395.1"
1566,2237,2222,1445,2027,1829,1945,3038,"NAXD"
1,3,3,3,6,4,1,3,"TM6SF2"
7,8,11,0,9,5,6,9,"PGAM1P7"
4,9,13,6,10,13,13,32,"MEF2B"
1,0,0,0,0,0,0,1,"ATP5PBP3"
0,0,0,0,0,0,0,0,"PCNAP3"
0,0,0,0,0,0,0,0,"KRT18P38"
349,653,634,261,387,381,279,718,"GANC"
0,0,0,0,0,0,0,0,"RPL32P23"
0,2,1,0,0,0,0,1,"RPSAP61"
14,12,13,11,8,16,9,21,"RRM2P3"
112,36,46,182,146,173,200,78,"AL034370.1"
0,0,0,0,0,0,0,0,"FTLP4"
396,947,878,273,375,356,362,919,"TTLL3"
3913,5584,5149,3428,5724,4972,4602,7571,"REPIN1"
0,0,0,0,0,0,0,0,"RPL23AP29"
