"HBCx14_Carboplatin1","HBCx14_Carboplatin2","HBCx14_Carboplatin3","HBCx14_Carboplatin4","HBCx14_Carboplatin5","Symbol"
1249,1025,1457,1617,1392,"SIKE1"
784,627,979,826,859,"RRP12"
238,188,299,251,219,"FNIP2"
159,179,271,212,209,"MSMO1"
1663,1461,1993,1884,1819,"TTC17"
17,5,15,13,9,"ALX4"
0,0,0,0,0,"FSTL4"
678,532,816,726,711,"FOXN3"
0,0,0,0,0,"METTL24"
598,531,820,780,796,"AKR7A2"
1331,1300,1810,1678,1551,"MRTO4"
5,4,1,3,4,"NNAT"
593,600,811,825,861,"USE1"
21,14,31,26,24,"MCF2L2"
2,0,1,1,0,"NRIP2"
180,85,181,149,155,"LAMA3"
733,623,921,903,817,"AP5M1"
333,283,437,424,381,"ANAPC4"
46,21,72,50,50,"KCNQ1"
1560,1443,2186,1979,1979,"TRAPPC3"
4401,3700,5299,5284,4467,"THRAP3"
1825,1701,2297,2179,2465,"PHPT1"
747,587,974,742,884,"ENTPD2"
403,332,528,438,464,"LY75"
816,730,1057,994,948,"ARID4B"
147,78,176,152,141,"OPN3"
524,474,678,738,602,"SDCCAG8"
4,3,5,2,7,"PTPRN"
97,63,113,125,100,"HHAT"
1858,1688,2231,2204,2091,"KIF1B"
2576,1935,3259,2922,2956,"FOXC1"
519,484,678,714,683,"TBC1D22A"
3230,2322,3975,3491,3310,"SYNE2"
761,526,858,861,778,"PLEKHH1"
3146,2167,3847,3230,2851,"ATP9A"
0,0,0,0,0,"SPO11"
0,0,0,0,0,"CBLN4"
2,5,7,2,3,"CHRDL2"
1637,1312,2153,2048,1769,"FAM168A"
333,348,502,482,468,"RELT"
313,263,420,329,296,"GALC"
2126,1936,2612,2691,2427,"NOP58"
2999,3148,4457,4232,4085,"SZRD1"
118,125,136,118,150,"KCNH2"
2429,2220,3249,3007,2847,"CUL1"
223,161,281,212,220,"FAM114A2"
743,694,1056,1042,1016,"CYFIP2"
2990,2571,3963,3719,3252,"TAB2"
1051,1203,1352,1337,1446,"GINM1"
5645,3272,6801,5455,3503,"EIF2AK2"
1756,1497,2123,1921,1671,"USP36"
1418,1157,1690,1558,1378,"KMT2C"
519,328,514,429,476,"MCOLN3"
2,2,2,2,0,"CCDC85A"
3749,3194,4770,4468,4026,"PUM2"
245,251,317,285,366,"MRPL43"
8,4,8,9,10,"ITIH4"
0,1,0,0,0,"ITIH1"
166,168,228,244,218,"HPF1"
2832,2044,3663,3222,2650,"ZFR"
221,183,265,228,195,"ZNF280C"
0,0,0,0,0,"NPFFR2"
1,3,1,0,0,"PHF21B"
868,385,1067,755,494,"TRAF1"
1795,1779,2305,2306,2208,"RC3H2"
700,552,940,696,858,"IL17RB"
1025,853,1453,1271,1197,"TRAF3IP2"
82,89,101,137,114,"GYG2"
946,656,1128,990,1010,"DCBLD2"
1,0,0,0,0,"SERPINB3"
2297,1736,2995,2520,2366,"SOAT1"
866,636,1076,1075,878,"PKP2"
20,13,15,21,31,"MSH4"
14,13,22,13,16,"F7"
8924,8245,11866,11928,11056,"GDI2"
81,52,92,75,51,"PRDM1"
1071,1008,1504,1422,1369,"ATG5"
75,67,90,65,59,"TMCC3"
757,782,1017,1084,1052,"PITHD1"
1111,1054,1457,1566,1549,"MTA3"
1418,1341,1920,1887,1676,"USP13"
1277,1177,1772,1576,1496,"ATP11B"
3544,1678,5051,3314,2484,"LAMC2"
418,283,492,554,427,"CDK14"
6279,4885,8582,7092,6968,"SEC61A1"
832,853,1131,1136,990,"PPP1R12A"
243,176,291,314,262,"RASGRF1"
28,39,34,44,92,"CAMK2B"
541,390,759,648,660,"CROCC"
1290,1107,1775,1530,1549,"POLR3E"
3096,1642,3945,2838,2597,"ATP2B4"
4,0,8,3,2,"ZC3H11A"
330,312,450,448,490,"RIOK2"
526,493,717,652,628,"YIPF1"
2301,1741,2814,2669,2533,"NDC1"
22,13,20,14,18,"DGKG"
403,354,599,519,462,"FLYWCH1"
653,674,921,936,959,"UNKL"
32,25,34,55,45,"TBXAS1"
1005,500,1122,968,655,"PARP12"
1295,985,1626,1524,1329,"ALDH18A1"
1843,1320,2155,2051,1979,"TARBP1"
161,161,219,246,218,"GATB"
799,743,891,921,915,"MXD1"
329,324,414,472,369,"CDK17"
288,265,371,327,323,"DNAJC25"
15,10,12,20,13,"SLC2A3"
14,11,18,17,10,"PSD"
508,466,728,663,618,"CTDP1"
10757,8786,14918,13543,13164,"YBX3"
692,585,836,877,810,"STYK1"
8350,6441,10642,9667,8993,"WNK1"
0,0,0,0,0,"RPS17P5"
2742,2181,3554,3081,2949,"CCAR1"
2321,1996,2945,2720,2564,"OGFR"
1215,1199,2051,1655,1501,"GNA15"
2,0,2,0,0,"CREB3L3"
197,137,310,203,226,"PIGV"
1695,1563,2118,1995,1809,"PTPRU"
1264,1148,1616,1669,1571,"SNRNP40"
9,1,7,3,4,"RIMBP2"
29,60,61,42,51,"COL11A1"
1879,1524,2237,2211,2087,"QSER1"
881,885,1141,1130,1259,"MPC1"
837,804,1194,1111,1163,"ACAA1"
709,411,873,927,647,"BCAT1"
2414,1840,3208,2841,2715,"HDAC7"
203,163,370,261,209,"LZTS1"
10,4,9,6,2,"PRDM6"
0,0,0,0,0,"WNT8A"
35,40,42,38,39,"SPAG4"
4783,4042,6185,5804,4918,"NCKAP1"
928,800,1229,1234,1210,"MRPS35"
234,154,312,244,213,"GUCY1B1"
1220,1023,1573,1390,1501,"SFSWAP"
6705,6759,9303,9052,9747,"TNK2"
643,560,806,756,713,"MON2"
10499,7400,15303,11605,10428,"CDH3"
0,0,0,1,0,"ARSF"
1081,1116,1477,1381,1405,"GPBP1"
1297,2088,1737,1707,1813,"DGAT2"
122,85,123,125,129,"ZNF112"
4056,4198,5497,5557,5254,"CS"
231,173,334,311,257,"LTK"
27,11,42,29,13,"MRPS24"
612,500,811,681,748,"ELMO2"
1745,1572,2229,2205,1813,"WAPL"
2178,1389,2872,2169,2106,"VMP1"
836,874,1198,1121,1121,"APPBP2"
1464,1366,2151,1922,2066,"POLD1"
0,2,1,0,2,"SEZ6"
4941,4811,6638,6361,6334,"EIF4B"
448,423,613,622,658,"SLC6A16"
866,861,1125,1127,1244,"BICRA"
310,302,482,443,453,"SPHK2"
4374,5103,6090,6045,7744,"RPL18"
156,143,206,188,195,"CA11"
523,471,729,695,744,"ISOC2"
5886,5893,8220,7849,8053,"U2AF2"
2497,2433,3634,3189,3406,"EPN1"
854,848,1179,1123,1024,"MED29"
16,4,27,22,12,"AHRR"
2,1,0,0,0,"GSC2"
734,658,992,994,807,"ZNF275"
2921,2313,3749,3546,3011,"MTMR1"
1457,1338,2095,1542,1867,"GPC1"
170,119,193,209,189,"ADCK1"
340,305,472,399,477,"HAGH"
807,764,1111,1039,1011,"RNF4"
733,496,881,734,632,"CASP8"
403,238,468,453,341,"LIMCH1"
992,844,1310,1310,1239,"INTS13"
1937,1140,2234,2310,2026,"TM7SF3"
144,152,193,161,183,"DLX3"
153,134,147,173,178,"SPA17"
1,1,1,0,1,"TSPAN32"
1,1,0,1,2,"CCN5"
0,1,0,0,0,"DMRT3"
477,423,582,492,537,"ST3GAL6"
432,357,621,461,491,"ATP2C2"
9,4,7,3,5,"NGFR"
193,136,210,156,223,"CDON"
1392,1162,1731,1774,1429,"TAF2"
1937,1483,2530,2177,1667,"HIPK2"
2232,2132,3293,2978,2730,"TNPO3"
7,3,4,5,2,"BORCS8-MEF2B"
1234,1389,1779,1759,1903,"RFXANK"
994,912,1412,1264,1374,"TMEM161A"
1197,1022,1722,1376,1495,"LPAR2"
2422,1991,3563,2792,2866,"CTSA"
4354,3823,5907,5081,5189,"SUGP2"
919,665,1287,979,853,"SLC12A2"
140,101,122,120,100,"SNX24"
630,649,839,759,920,"EYA2"
3839,3466,5620,4955,4746,"CNN2"
1024,773,1437,1115,1147,"ABCA7"
21,4,23,9,9,"SNCAIP"
798,588,925,982,919,"DDX20"
1536,1502,2150,1973,1782,"BTBD1"
516,353,657,625,527,"FAR2"
7,10,6,5,21,"BCAS1"
0,0,0,0,0,"POU1F1"
3754,2251,4756,3327,2709,"CHI3L2"
4284,3909,5879,5312,5081,"SBNO2"
719,536,923,905,905,"PMS1"
4191,3955,5537,5610,6143,"HMG20B"
26,28,37,29,24,"CALCRL"
806,758,1035,1002,1151,"TAF11"
1546,1282,2071,1956,1626,"ANKS1A"
6211,5277,8430,7677,7101,"AP3D1"
911,802,1212,1072,1108,"ZNF76"
1054,1101,1471,1240,1521,"SLC9A3R2"
333,308,491,399,439,"NTHL1"
436,381,550,529,454,"UHRF1BP1"
2205,1886,2763,2856,2607,"GNAI3"
2363,1939,3026,2762,2425,"IPO5"
3237,3349,4063,4600,4341,"OAT"
2186,1713,2938,2731,2423,"WDR3"
1599,1274,1910,2061,1763,"PKN2"
1332,1230,1727,1637,1717,"WDR18"
911,580,1117,905,787,"TRAM2"
3769,2483,5416,3906,3651,"NTN1"
200,108,266,231,173,"GLP2R"
1062,889,1391,1303,1223,"MCM10"
703,572,814,799,822,"DGKA"
4596,4102,5293,5684,5380,"ERBB3"
389,555,568,584,672,"ROPN1"
88,54,103,93,68,"ANKRD44"
2915,2948,4151,3974,3910,"KARS1"
354,257,418,429,283,"ADAT1"
618,463,735,616,683,"PDIA5"
683,566,884,738,651,"TBC1D22B"
1103,1149,1543,1478,1580,"NDUFB4"
2280,1832,2766,2570,2287,"SPEN"
216,188,256,250,180,"MYLK"
2314,1937,3109,2848,2542,"ZC3H15"
559,668,705,793,770,"MAP2K4"
219,255,352,322,318,"PACC1"
2,1,1,3,3,"SNAP91"
502,398,561,540,491,"SLK"
365,316,456,395,373,"CYB5R4"
5,3,6,2,3,"COL17A1"
359,242,372,367,365,"GSTO2"
206,184,282,249,280,"SEC61A2"
0,2,0,2,4,"PRKCQ"
2319,1938,2893,2861,3140,"TLE2"
910,812,1206,1067,1085,"ASB1"
1326,1045,1768,1701,1491,"FAM107B"
479,421,632,585,534,"ME1"
2563,2107,3384,3285,2952,"TBC1D1"
1092,1100,1609,1522,1319,"CDK13"
2238,2079,3153,2773,2730,"MTHFD2"
874,561,1194,983,778,"SLC9A7"
1688,1454,2176,2095,1926,"FOXJ2"
23379,26738,32111,33609,34495,"YBX1"
1050,610,1418,1093,955,"PDE4A"
964,1696,1169,1285,1102,"PPP2R5A"
1,0,0,1,0,"CTNNA2"
3065,2839,4258,4081,3805,"ELAVL1"
3,1,5,2,3,"TIE1"
1154,874,1435,1361,1187,"DIP2B"
1617,1637,2152,2183,2014,"SMARCD1"
899,768,1270,1153,1051,"KDM4A"
1302,1152,1793,1660,1665,"NFYC"
10,6,7,6,12,"ZMYND12"
10,9,9,8,7,"SLC9A3"
311,338,388,395,433,"NGEF"
2484,2127,3519,3404,3043,"ASPM"
0,1,1,0,0,"CD84"
1643,1550,2187,2025,2116,"ELOVL1"
437,698,651,668,852,"SPI1"
131,89,154,116,148,"ZNRD1"
19,23,26,23,34,"MPPED2"
0,0,0,0,0,"CLDN18"
786,675,1101,859,841,"ZBTB11"
423,385,526,488,464,"ATXN3"
1499,1215,1927,1797,1596,"GOLGA5"
2224,2210,2630,3130,3014,"FGFR2"
620,541,887,846,750,"LRRC40"
448,423,618,587,533,"ISOC1"
256,217,334,321,358,"EML1"
944,927,1100,1345,1247,"TRMT11"
717,589,1013,814,814,"THUMPD1"
578,539,882,827,726,"MSANTD3"
7,19,19,16,16,"KIF26A"
565,436,710,568,591,"ATG2B"
1036,956,1280,1321,1233,"ARFGEF1"
0,0,0,1,1,"ACSM2B"
345,285,435,379,400,"ZFAT"
611,566,746,721,719,"MTFR1"
28,28,34,35,36,"STAG3"
410,431,585,599,487,"FECH"
473,321,533,514,493,"MYO9A"
16,25,9,32,23,"DDX3Y"
2172,2091,2943,3044,2737,"PFKP"
151,199,306,193,252,"IDI1"
2355,1244,2746,2253,1622,"SP100"
4289,3411,5155,4625,4157,"KLF6"
99,85,129,80,94,"PLPP1"
138,202,166,191,192,"NEO1"
2354,1743,3024,2538,2351,"TRAM1"
892,636,1190,1121,835,"PHKA1"
3490,2643,4981,3798,3738,"TNFRSF1A"
305,319,420,405,439,"CACNB1"
198,108,203,171,171,"EVI5"
399,190,512,365,289,"STOML1"
14871,14823,21419,19458,19327,"PKM"
236,177,308,350,201,"DHX29"
1554,1172,1852,1792,1657,"DNTTIP2"
344,296,392,367,350,"METTL22"
1792,1303,2185,2077,1755,"TP53BP1"
32,9,36,38,26,"TRO"
405,435,559,547,493,"RRP15"
6812,7316,9492,9228,9281,"RHOA"
1463,1138,1882,1681,1523,"DHX8"
38,33,45,46,37,"PMS2P4"
1083,893,1476,1250,1302,"PRKCZ"
4,3,2,1,0,"ZFY"
2342,2152,2928,2942,2867,"IARS2"
1,1,0,1,3,"SYT1"
26,28,30,30,35,"NAV3"
1900,2184,2731,2608,2634,"IDH3G"
209,134,233,236,259,"ROGDI"
41,56,80,57,48,"PDZD4"
5,7,15,8,8,"ATP2B3"
932,778,1198,1266,983,"ROCK1"
2206,2092,3155,2791,2719,"CBFB"
1580,1674,2522,2291,2361,"PDK3"
489,405,666,524,591,"HYAL2"
683,348,869,640,528,"HDAC4"
1117,1050,1352,1383,1436,"RASSF1"
490,537,618,591,738,"FGFR3"
695,359,784,585,381,"IFI35"
447,282,525,421,364,"HEATR6"
695,633,937,872,846,"COASY"
1020,1265,1359,1596,1670,"PLEKHH3"
769,806,946,1023,945,"MEF2A"
993,909,1357,1170,1316,"OTUD5"
998,1056,1493,1497,1341,"TFE3"
258,225,316,298,330,"TBC1D25"
569,346,718,621,466,"ACSL4"
384,346,537,482,537,"INPP5A"
380,355,564,478,470,"GPKOW"
1075,930,1523,1335,1374,"GRIPAP1"
683,654,976,888,847,"FTSJ1"
2492,2391,3428,3500,3328,"PRR11"
63,82,100,61,87,"REEP1"
2919,1532,3326,2776,2273,"ATP11A"
3453,2220,4151,3822,3051,"POLR1A"
10552,9855,14227,12980,13637,"LAPTM4A"
1088,830,1399,1229,1080,"TTC7A"
1678,1465,2368,1993,2115,"IP6K2"
0,0,0,0,0,"STON1-GTF2A1L"
412,313,443,488,484,"SRBD1"
556,550,713,729,670,"KIF2A"
2,3,8,5,7,"RASGRP2"
3647,3223,4504,4597,4205,"PSME4"
788,620,1010,825,870,"IFT80"
839,782,1135,1042,1117,"SIRT2"
1155,927,1494,1314,1309,"ERLEC1"
347,334,508,426,395,"PPP2R5B"
8,12,15,11,169,"PYGM"
0,0,0,0,0,"PAGE1"
728,693,931,965,1027,"PITX1"
0,0,0,0,0,"TRPC7"
161,106,218,175,151,"MAST4"
0,1,1,1,0,"ADGRF5"
145,220,182,290,279,"SDK2"
0,0,0,0,0,"ADAM7"
1763,1490,2166,2164,1895,"NUP133"
10379,7896,13094,12393,10709,"NUCKS1"
2628,2480,3351,3387,3050,"VPS35"
1214,1304,1750,1635,1627,"DNAJA2"
517,407,1054,634,472,"BCL3"
87,78,101,95,132,"KCNAB2"
2,2,1,1,2,"ABCC9"
472,452,649,643,622,"GAL"
261,210,335,309,293,"CLEC2D"
134,122,168,204,187,"FUNDC1"
5,8,18,5,6,"MAOB"
79,83,84,79,88,"RORA"
29,13,38,32,39,"DRD4"
285,274,209,337,364,"TGFBR3"
3,0,0,0,0,"PLA2G10"
492,149,534,329,233,"HES2"
3730,3067,5807,4530,4460,"ATP1B3"
183,173,284,202,185,"NEDD4"
207,190,247,252,238,"PIGB"
1154,1049,1635,1572,1287,"MAPK6"
284,320,438,414,399,"GNB5"
396,294,507,456,338,"RAB27A"
671,608,890,829,830,"HDHD5"
926,878,1226,1151,1111,"UFD1"
2913,2174,3247,3178,3180,"LRP6"
2,2,2,3,2,"GUCY2C"
0,0,0,0,0,"SCT"
778,769,1124,1013,973,"PHRF1"
1169,772,1562,1280,1138,"ELP1"
1215,864,1713,1358,1485,"NUCB2"
7507,7346,10401,10451,10241,"PFN2"
1313,986,1737,1620,1427,"PTPN3"
11,11,18,6,11,"SPTB"
2123,2055,3061,3031,2271,"DAPP1"
9,3,1,8,5,"FGF10"
1464,1149,1984,1705,1526,"SLC44A1"
559,393,637,569,527,"TMEM260"
921,1013,1279,1334,1253,"SMG6"
1099,877,1360,1220,1117,"EXOC5"
95,113,149,119,123,"CLTCL1"
0,3,4,1,3,"FGF22"
2124,1350,2649,2215,1928,"FSTL3"
2211,2099,3227,2832,2864,"DGCR2"
1580,1599,2056,2188,2371,"RNF126"
1959,1439,2470,2141,2009,"MNT"
658,587,924,803,820,"ZXDC"
300,471,486,431,417,"JMJD6"
453,379,700,606,591,"POLB"
0,0,1,0,0,"ST6GALNAC1"
699,646,1058,917,809,"WIPI1"
10,8,5,20,4,"FRMPD1"
1003,865,1262,1140,1149,"GBA2"
3798,3590,4783,4900,4416,"NDST1"
51,30,55,41,50,"ASNS"
285,176,323,308,290,"AP3M2"
15,12,17,16,11,"CNGB1"
280,324,416,335,367,"ST6GALNAC2"
0,0,0,0,0,"CHAT"
32449,36591,45684,46837,46506,"PABPC1"
217,255,363,309,308,"TESK2"
830,812,1165,1154,1123,"CFAP20"
1910,2020,2539,2534,2403,"CSNK2A2"
492,408,635,610,545,"PTPN21"
643,509,763,718,743,"EIF2B3"
10,2,7,7,11,"CAMK2A"
3649,3106,5168,4420,4381,"TCOF1"
4712,5130,6066,6294,6307,"CDC42"
936,752,1327,1117,1061,"OSBPL3"
1,1,5,3,5,"EPHA8"
1,1,2,0,0,"SLC12A3"
685,600,1009,800,726,"RAD18"
628,593,904,970,911,"ATP2B1"
71,88,98,78,99,"TRPM5"
4459,4361,6493,5823,5727,"NCK2"
6423,5550,8633,8131,6838,"MAP4K4"
255,175,373,290,277,"MGAT4A"
4746,5683,6427,6456,7972,"RPL31"
3459,3298,4685,4528,4296,"WDR1"
716,552,853,784,758,"SNX13"
0,0,0,0,0,"MS4A12"
408,366,516,542,472,"ARHGAP10"
786,556,1092,904,847,"RPS6KA2"
333,287,448,447,428,"ING3"
358,223,496,372,337,"VASH1"
363,315,541,452,452,"LMCD1"
2471,2202,3352,3014,3086,"BUD23"
1420,839,1631,1253,1140,"SEL1L"
2149,1964,3086,2810,2591,"TRIP13"
5089,4710,6747,5939,6551,"ATP6AP1"
9500,9133,13031,12901,12602,"TCF3"
537,452,677,581,513,"TRIB2"
7074,6122,9749,8852,8474,"DAZAP1"
1686,1598,2357,2186,2478,"MBD3"
0,0,0,0,0,"PRLH"
1860,1486,2253,2266,2039,"HLTF"
2062,1978,2953,2613,2724,"FAM50A"
1406,1384,1849,1664,1865,"FAM3A"
4199,3916,5796,5137,5570,"CPSF1"
350,311,421,524,438,"MYO3B"
2037,1513,2746,2134,2268,"CYBRD1"
12,12,21,6,7,"CDH19"
3054,2612,3875,3926,3804,"PDCD2"
595,476,634,670,609,"SLC6A15"
784,723,1032,947,921,"RDH11"
2200,2355,3149,2992,2850,"PRKACA"
4818,3837,6266,5793,5799,"ADGRL1"
0,0,0,0,0,"SPP2"
8544,6307,10900,10451,9020,"ACTN1"
1055,601,1015,1003,793,"ZFYVE26"
79,52,132,113,90,"RPS6KA6"
1775,1550,2258,2252,2146,"EPN2"
2838,2542,3664,3502,3551,"PTPN18"
390,291,528,542,528,"LIMS2"
18,17,21,20,32,"ASIC4"
4663,5360,5661,6622,7404,"SPEG"
118,104,131,171,141,"LNX1"
1480,1157,1951,1761,1624,"ALDH3A2"
4350,3997,6875,5214,4136,"TFRC"
2828,2944,3939,3662,3872,"SREBF1"
0,0,1,0,0,"TRPC5"
929,879,1155,1129,1028,"AFF4"
1134,903,1585,1195,1152,"UBE2D1"
921,867,1073,1130,1037,"MPP5"
1290,1006,1581,1611,1354,"RHOBTB1"
2638,2081,3246,2966,2758,"SMC1A"
885,961,1331,1397,1445,"HSD17B10"
3056,3245,4544,4174,4068,"MARK2"
1345,1166,1892,1911,1635,"HMMR"
872,758,1096,1094,1040,"CHFR"
0,0,0,0,0,"TRHDE"
476,294,661,449,366,"P4HA2"
0,2,2,1,4,"FCGR2B"
813,620,1077,924,784,"NFATC3"
226,177,342,271,227,"TRNT1"
8669,7262,11864,10882,10336,"ACADVL"
1331,1024,1818,1541,1202,"STK10"
1321,1113,1744,1651,1354,"FBXW11"
5,4,9,6,9,"ACAP1"
10,8,4,12,9,"CRMP1"
187,108,209,170,154,"EVC"
573,528,805,676,684,"DERL2"
47,39,54,44,31,"SIDT1"
367,418,615,592,593,"NDE1"
7,4,9,21,7,"MRVI1"
338,321,454,380,449,"TMEM38A"
1573,1362,2273,1839,1901,"AP1M1"
1312,956,1829,1461,1405,"PVR"
627,543,841,824,912,"XRCC1"
2540,2143,3458,2939,3016,"SCARB1"
5,2,4,6,8,"CYP2W1"
2037,2107,2598,2678,2517,"MCM2"
28,8,32,17,13,"MOV10L1"
157,132,259,143,171,"PANX2"
449,379,543,503,585,"SELENOO"
9,9,6,12,7,"TP63"
1306,1067,1911,1442,1322,"ALPK1"
2206,2235,3237,2497,2792,"LLGL2"
710,504,963,795,679,"PDE8A"
538,528,705,643,595,"CLCN4"
506,461,643,601,608,"NLE1"
178,176,247,210,218,"SDHA"
108,99,132,120,131,"SMARCE1"
0,1,0,0,1,"FNDC8"
762,571,1026,848,838,"GSDMB"
2495,1909,2940,2830,2479,"KDM5A"
144,150,170,176,195,"ADAM11"
709,649,1016,877,867,"PPP2R3A"
650,656,844,886,735,"FERMT2"
2,0,0,0,0,"ABCB11"
0,0,0,0,0,"DHRS9"
0,0,0,0,2,"CD5L"
41,39,46,39,37,"PTGS2"
2386,1899,3223,2605,2442,"IGF2BP2"
1388,1317,1790,1800,1632,"MAP3K13"
1829,1025,2664,1947,1573,"ST6GAL1"
1,3,2,1,2,"TBX21"
1,2,4,3,3,"VDAC1P1"
30,45,44,48,39,"FRY"
4647,4791,5927,5625,5248,"PICALM"
339,260,473,411,345,"NSF"
11,5,11,15,6,"GLI2"
1763,1134,2243,1998,1756,"CLASP1"
939,881,1340,1272,1381,"MRPS34"
26765,23369,36962,32921,32417,"NOTCH3"
1659,1373,2045,2059,2060,"CLNS1A"
5,8,7,3,4,"PPP2R2C"
2125,1545,2834,2472,2245,"TEAD2"
605,623,821,743,690,"EED"
9,9,15,14,22,"CDHR2"
0,0,1,1,0,"SNCB"
1045,1039,1455,1434,1504,"TSG101"
1290,1077,1584,1520,1382,"NCBP3"
35,17,39,28,37,"ATP2A3"
10,10,14,6,7,"CA12"
46,52,73,68,29,"MGLL"
385,241,552,406,304,"NTN4"
1121,861,1409,1207,1241,"BCS1L"
68,52,91,88,73,"NUAK1"
561,522,678,702,601,"DPP8"
123,77,127,163,133,"SLC24A1"
1619,1054,1991,1673,1332,"ZNF532"
1,2,3,7,5,"SCARF1"
3716,3290,5280,4423,3931,"LMAN1"
2583,2148,3274,3035,2851,"HACD3"
246,153,289,256,216,"IPCEF1"
1351,1034,1647,1420,1327,"ZZEF1"
0,0,3,0,0,"NOX3"
22080,20258,31591,28577,27747,"ENO1"
1,4,1,0,4,"SLC12A1"
1277,1108,1749,1494,1536,"MYDGF"
3226,2847,4395,4021,4621,"ANO8"
259,194,366,328,291,"TUBE1"
2495,2124,3419,3082,3327,"ARHGEF10L"
7,6,5,4,4,"TXK"
0,1,0,0,1,"WSCD2"
7,3,3,3,0,"KCNQ2"
18,15,18,17,31,"TACR2"
596,536,817,722,728,"ACTR6"
179,162,222,214,214,"TIPIN"
1043,884,1431,1304,1164,"SRI"
1116,831,1371,1277,1178,"EIF4G3"
396,318,548,495,501,"NUP37"
112,73,125,156,111,"SEMA3A"
1330,1472,2083,1993,1932,"GTSE1"
386,207,364,304,296,"SEMA3C"
515,467,715,659,632,"TTC38"
1001,1270,1431,1297,1241,"ACAT1"
1699,1533,2272,2015,2046,"GRAMD4"
2623,1644,3226,2499,2147,"CELSR1"
4,2,2,2,3,"WNT8B"
2070,1452,2674,2123,2055,"ZNF638"
529,477,660,682,571,"SLC25A40"
395,324,553,467,468,"TIMM21"
1827,1568,2483,2438,2351,"ADD2"
0,0,1,0,0,"FGF4"
2032,1390,2651,2238,1988,"RASAL2"
366,312,523,421,461,"VPS9D1"
1100,809,1281,1225,1147,"ZNF37A"
2015,1858,2686,2514,2455,"MARK3"
3279,3488,4375,4539,4656,"SLC25A3"
2931,1786,3883,2886,2318,"FNDC3B"
5655,3733,8300,6177,4235,"FOSL2"
0,0,1,0,0,"CACNG5"
28,9,26,33,20,"CACNG4"
570,390,743,645,553,"FRYL"
1325,856,1580,1401,1250,"TMEM131"
6493,6251,8970,8480,8574,"FSCN1"
59914,55199,81644,81943,80059,"ACTB"
323,251,414,366,304,"MOCOS"
335,259,460,396,309,"PLD1"
0,0,1,2,1,"ATP12A"
1297,1298,1969,1895,1958,"WDR62"
4431,3674,5677,5331,4781,"DLG1"
3609,3380,4879,4472,4418,"RAB7A"
23,15,16,18,12,"BCAP29"
248,174,274,226,235,"SEC31B"
1410,1209,1925,1775,1512,"SART3"
27,32,27,49,31,"ARHGAP15"
0,0,0,0,1,"TUBA3D"
0,0,0,0,0,"PAX2"
288,263,398,325,417,"EXOSC7"
775,526,1027,797,765,"KIFAP3"
592,535,741,760,783,"MKRN2"
2194,2237,2873,3015,2745,"MCM6"
1366,1342,1777,1654,1604,"REXO2"
556,524,769,658,609,"RBM7"
913,634,1067,1046,910,"RBMS2"
3316,2786,3955,4016,3223,"BAZ2A"
1954,1949,2832,2521,2520,"PTPN23"
420,406,596,563,499,"MLH1"
1164,1173,1463,1499,1592,"UNG"
105,84,121,143,133,"FMO4"
378,357,569,488,456,"KLHL20"
24,11,39,34,31,"RGS11"
410,403,536,553,544,"SLC46A1"
756,324,796,732,516,"PLXNA2"
1665,1519,2421,2312,2107,"SPAG5"
1347,1115,1889,1803,1550,"ANKRD13A"
1707,1681,2185,2037,2119,"TPD52"
278,265,345,370,344,"ACACB"
3585,3145,5261,4591,4281,"TRAF4"
29,61,68,38,60,"PAG1"
643,571,873,780,735,"GPATCH1"
146,135,267,254,230,"ICAM3"
1069,987,1519,1371,1265,"NT5C2"
3640,2538,4594,3765,3156,"MCAM"
472,416,684,526,553,"GPC4"
215,163,249,269,208,"MBNL3"
2497,2844,3730,3378,3961,"CAMSAP3"
494,438,572,581,638,"RAP1GAP"
1805,1628,2408,2190,2245,"XAB2"
2541,2388,3516,3116,3336,"ARHGEF1"
1275,1157,1848,1521,1670,"STXBP2"
1969,1749,2733,2525,2318,"MAP2K7"
0,0,0,0,0,"NMRK2"
1269,975,1655,1395,1268,"DGKD"
13,2,18,12,7,"CTTNBP2"
0,0,0,1,2,"ACTL6B"
159,151,211,237,239,"RARB"
3287,2878,4240,4078,3629,"TOP2B"
2440,2377,3004,2917,2821,"TM9SF3"
1568,1398,2470,2153,1833,"NFKB2"
1068,965,1575,1395,1421,"UBE2T"
551,391,721,621,570,"PPP1R12B"
4056,2962,4660,4741,4105,"DNAJC10"
1975,1709,2754,2432,2228,"GTF3C1"
652,396,911,619,496,"IL4R"
1336,1149,1775,1705,1535,"USP33"
37,42,36,67,51,"PAK3"
178,100,169,284,157,"CAPN6"
0,0,0,1,0,"DCX"
1508,1443,2055,1774,2004,"SNRPA"
0,0,0,0,2,"SPAG6"
395,326,463,488,532,"EXOSC5"
2471,2104,3488,3095,2772,"DYNC1I2"
63,79,93,94,95,"APBB1IP"
545,649,826,785,853,"LRCH4"
421,445,498,554,500,"FAM76B"
714,659,1007,843,940,"SIRT6"
0,0,0,0,0,"TYR"
683,651,880,836,811,"POLD3"
12,5,26,23,193,"ACTN2"
2754,2779,3790,3754,3720,"CAPZB"
411,417,710,491,542,"GPR137B"
0,0,1,1,0,"NAALAD2"
470,480,607,672,614,"JADE1"
475,384,702,590,528,"SLC25A43"
